Price,Size,Bed,Bath
7200000,1375.0,4,4
4000000,850.0,2,2
5500000,1090.0,3,3
3000000,650.0,2,2
9500000,1425.0,3,4
6700000,1200.0,3,3
6200000,1180.0,3,2
6000000,1180.0,3,2
4500000,1133.0,3,3
5500000,1000.0,3,2
5500000,1000.0,3,2
3000000,675.0,2,2
8000000,1360.0,3,4
5100000,1000.0,3,2
5100000,1000.0,3,2
4200000,850.0,2,2
8500000,1700.0,4,4
6800000,1200.0,3,3
6000000,1275.0,3,3
10500000,1515.0,3,3
4500000,1000.0,3,2
12500000,1900.0,3,3
4200000,950.0,3,2
3300000,650.0,2,2
6300000,1400.0,3,3
5000000,1133.0,3,3
7500000,1427.0,3,4
6000000,1115.0,3,3
6000000,1115.0,3,3
4200000,800.0,2,2
4200000,800.0,2,2
3500000,800.0,2,2
4020000,1000.0,3,2
5500000,1100.0,3,3
4000000,875.0,2,2
7000000,1325.0,3,3
4000000,950.0,3,2
4300000,850.0,2,2
6000000,1245.0,3,2
4000000,1250.0,3,2
5800000,1150.0,3,3
3094000,910.0,3,2
4800000,1074.0,3,2
5000000,900.0,2,2
2000000,650.0,2,2
1250000,350.0,1,1
6834000,1139.0,3,2
8500000,1450.0,3,3
7500000,1500.0,3,3
5200000,1050.0,3,3
3200000,800.0,2,2
5300000,1200.0,3,2
16800000,2802.0,4,5
7500000,1215.0,3,3
3000000,650.0,2,2
7280000,1456.0,4,4
6800000,1260.0,3,3
6800000,1260.0,3,3
6700000,1300.0,3,3
3900000,960.0,3,2
6200000,1110.0,3,3
6200000,1000.0,2,3
4000000,880.0,2,2
4500000,1000.0,2,2
4500000,1000.0,2,2
4500000,1000.0,2,2
4500000,1000.0,2,2
4500000,1000.0,2,2
6000000,1100.0,3,3
4500000,975.0,2,2
6800000,1315.0,3,3
4500000,1000.0,2,2
2500000,650.0,2,1
2500000,650.0,2,1
2500000,650.0,2,1
6000000,1008.0,3,2
4000000,815.0,2,2
2500000,650.0,2,1
2500000,650.0,2,1
2500000,650.0,2,1
5000000,950.0,2,2
9600000,1400.0,3,3
3000000,800.0,2,2
3500000,950.0,3,2
3000000,750.0,2,2
9700000,1380.0,3,3
6500000,1275.0,3,3
9700000,1380.0,3,4
6700000,1500.0,3,3
15000000,2500.0,4,4
5500000,1075.0,3,2
5000000,1075.0,3,2
4300000,950.0,3,2
5362500,975.0,3,2
5362500,975.0,3,2
5362500,975.0,3,2
5362500,975.0,3,2
5362500,975.0,3,2
4000000,950.0,3,2
5500000,1175.0,3,2
8000000,1265.0,3,2
4500000,1100.0,3,2
10000000,1554.0,3,4
7000000,1450.0,3,4
8000000,1485.0,3,4
8000000,1265.0,3,3
4000000,1000.0,3,2
9700000,1380.0,3,3
10000000,1554.0,3,4
10000000,1554.0,3,4
10000000,1554.0,3,4
10000000,1554.0,3,4
10000000,1554.0,3,4
7000000,1429.0,3,3
7000000,1463.0,3,3
8600000,1276.0,3,3
4700000,900.0,2,2
2900000,800.0,3,2
10000000,1554.0,3,4
10000000,1554.0,3,4
4000000,820.0,2,2
6000000,1120.0,4,3
3500000,750.0,2,2
2500000,750.0,2,2
2500000,750.0,2,2
7500000,1500.0,3,3
6250000,1250.0,3,3
10000000,1350.0,3,3
6250000,1250.0,3,3
7500000,1245.0,3,3
6250000,1250.0,3,3
6250000,1250.0,3,3
7500000,1245.0,3,3
6250000,1250.0,3,3
7500000,1245.0,3,3
7500000,1245.0,3,3
4000000,1050.0,3,2
7500000,1365.0,3,3
7500000,1365.0,3,3
4500000,1114.0,3,3
4500000,950.0,2,2
7350000,1750.0,6,5
4600000,1145.0,3,3
6250000,1250.0,3,3
6825000,1265.0,3,3
6825000,1265.0,3,3
6825000,1265.0,3,3
6825000,1265.0,3,3
6825000,1265.0,3,3
6825000,1265.0,3,3
6825000,1265.0,3,3
5500000,950.0,2,2
3300000,860.0,2,2
4200000,1060.0,3,3
4200000,850.0,2,2
4200000,850.0,2,2
4500000,850.0,2,2
6250000,1250.0,3,3
6250000,1250.0,3,3
8500000,1600.0,4,3
6250000,1250.0,3,3
6250000,1250.0,3,3
6250000,1250.0,3,3
6250000,1250.0,3,3
4000000,1150.0,3,2
11000000,1553.0,3,3
10000005,1553.0,3,3
5967500,1085.0,3,3
4275000,855.0,2,2
7200000,1320.0,3,3
7500000,1345.0,3,3
7500000,1345.0,3,3
7500000,1345.0,3,3
6500000,1160.0,3,2
6500000,1160.0,3,2
6500000,1160.0,3,2
7000000,1220.0,3,3
7500000,1220.0,3,3
7500000,1220.0,3,3
7000000,1220.0,3,3
7000000,1220.0,3,3
6500000,1160.0,3,2
6500000,1160.0,3,2
10500000,1500.0,3,3
4887500,975.0,3,2
4887500,975.0,3,2
7500000,1345.0,3,3
7500000,1345.0,3,3
5500000,1000.0,3,2
5170000,1100.0,3,3
5170000,1100.0,3,3
5170000,1100.0,3,3
7500000,1345.0,3,3
7500000,1345.0,3,3
8167000,1485.0,3,3
5500000,1100.0,3,3
8167000,1485.0,3,3
8167000,1485.0,3,3
3200000,1150.0,3,2
4200000,1060.0,3,3
7200000,1350.0,3,3
5000000,975.0,3,2
4600000,878.0,2,2
4200000,1060.0,3,3
4200000,1060.0,3,3
4200000,1060.0,3,3
4300000,850.0,2,2
4300000,850.0,2,2
7200000,1350.0,3,3
6000000,1120.0,3,3
10000000,1553.0,3,3
2600000,650.0,2,2
4800000,1140.0,3,3
4800000,1140.0,3,3
4800000,1140.0,3,3
4500000,950.0,2,2
4500000,950.0,2,2
4500000,950.0,2,2
4500000,950.0,2,2
4500000,950.0,2,2
4500000,950.0,2,2
4500000,950.0,2,2
4500000,950.0,2,2
4500000,950.0,2,2
4500000,950.0,2,2
4500000,950.0,2,2
4500000,950.0,2,2
4500000,950.0,2,2
4500000,950.0,2,2
4500000,950.0,2,2
4500000,950.0,2,2
4500000,950.0,2,2
4500000,950.0,2,2
4500000,950.0,2,2
4500000,950.0,2,2
4500000,950.0,2,2
4500000,950.0,2,2
4500000,950.0,2,2
4500000,950.0,3,2
4500000,950.0,2,2
4500000,950.0,3,2
4500000,950.0,3,2
4500000,950.0,3,2
4500000,1066.0,2,2
4500000,950.0,2,2
4500000,950.0,2,2
4500000,950.0,3,2
4500000,950.0,2,2
4500000,950.0,3,2
4500000,950.0,3,2
4500000,950.0,3,2
4500000,950.0,3,2
4500000,950.0,3,2
4500000,950.0,3,2
4500000,950.0,3,2
6300000,1250.0,3,3
4500000,900.0,3,2
4500000,950.0,3,2
4500000,950.0,3,2
5000000,1220.0,3,2
5000000,1220.0,3,2
5000000,1220.0,3,2
5000000,1220.0,3,2
5000000,1220.0,3,2
5000000,1220.0,3,2
5000000,1220.0,3,2
5000000,1220.0,3,2
5000000,1220.0,3,2
5000000,1220.0,3,2
5000000,1220.0,3,2
5000000,1220.0,3,2
4000000,810.0,2,2
4800000,1050.0,3,3
7000000,1200.0,3,3
5000000,1080.0,3,2
6000000,1425.0,3,3
6300000,1425.0,3,3
6200000,1110.0,3,3
4462000,970.0,3,3
7000000,1365.0,4,3
5700000,1150.0,3,3
2000000,650.0,2,2
6250000,1250.0,3,3
6250000,1250.0,3,3
6250000,1250.0,3,3
5700000,1150.0,3,3
5700000,1150.0,3,3
5700000,1150.0,3,3
7500000,1345.0,3,3
6250000,1250.0,3,3
3600000,930.0,2,2
3676000,919.0,2,2
4800000,1220.0,3,3
4800000,1050.0,3,3
5852000,1463.0,3,3
6300000,1150.0,3,3
6300000,1150.0,3,3
6300000,1150.0,3,3
4800000,1050.0,3,3
4800000,1050.0,3,3
5500000,1100.0,3,3
5500000,1100.0,3,3
5500000,1100.0,3,3
8167000,1485.0,3,3
8167000,1485.0,3,3
7665000,1390.0,3,3
7665000,1390.0,3,3
7665000,1390.0,3,3
7665000,1390.0,3,3
8167000,1485.0,3,3
6500000,1172.0,3,3
8400000,1400.0,3,3
6500000,1360.0,3,3
2600000,650.0,2,2
8500000,1750.0,3,3
6352000,1463.0,3,3
3876000,919.0,2,2
4588000,1097.0,2,2
3868000,917.0,2,2
5600000,1150.0,3,2
7500000,1650.0,3,3
6352000,1463.0,3,3
7665000,1390.0,3,3
8167000,1485.0,3,3
7665000,1390.0,3,3
7665000,1390.0,3,3
8167000,1485.0,3,3
8167000,1485.0,3,3
7665000,1390.0,3,3
4500000,1150.0,3,3
8167000,1485.0,3,3
8167000,1485.0,3,3
5852000,1463.0,3,3
4388000,1097.0,3,2
11500000,2400.0,6,5
3668000,917.0,2,2
4000000,1000.0,3,2
4320000,1080.0,3,3
4320000,1080.0,3,3
4800000,1220.0,3,3
5170000,1100.0,3,3
6500000,1300.0,3,3
2200000,650.0,2,2
4500000,1150.0,3,3
5500000,1100.0,3,3
4800000,1050.0,3,3
6300000,1150.0,3,3
5170000,1100.0,3,3
2200000,650.0,2,2
5000000,1220.0,3,2
5000000,1220.0,3,2
4000000,1000.0,3,2
4200000,1050.0,3,2
4200000,1050.0,3,2
4720000,1180.0,3,3
4720000,1180.0,3,3
4820000,1100.0,3,2
4820000,1100.0,3,2
6240000,1015.0,2,2
6090000,1015.0,2,2
5880000,980.0,2,2
7300000,1480.0,3,3
7000000,1480.0,3,3
7000000,1480.0,3,3
5600000,1150.0,3,2
7000000,1480.0,3,3
8000000,1371.0,3,3
3800000,760.0,2,2
3800000,760.0,2,2
3800000,760.0,2,2
7500000,1050.0,3,2
5800000,1000.0,3,3
3000000,630.0,2,2
7375000,1250.0,3,3
7500000,1250.0,3,3
3500000,925.0,3,2
3800000,760.0,2,2
3800000,760.0,2,2
3400000,850.0,3,2
3400000,850.0,3,2
7375000,1250.0,3,3
8500000,1260.0,4,2
3400000,850.0,3,2
3400000,850.0,3,2
7500000,1250.0,3,3
6325000,1150.0,3,2
6000000,1250.0,3,3
4500000,1150.0,3,3
7500000,1125.0,3,2
5800000,1300.0,3,2
3825000,950.0,3,2
3825000,950.0,3,2
4210000,1060.0,3,2
4210000,1060.0,3,2
10000000,1750.0,4,4
7400000,1350.0,3,3
5170000,1100.0,3,3
11000000,1550.0,3,3
6300000,1150.0,3,3
6500000,1300.0,3,2
6000000,1167.0,3,3
5750000,1150.0,3,2
5250000,1050.0,3,2
5800000,1150.0,3,2
5750000,1150.0,3,2
5500000,1150.0,3,2
5600000,1100.0,3,2
6000000,1150.0,3,2
5700000,1050.0,3,2
6050000,1100.0,3,2
6325000,1150.0,3,2
5700000,1050.0,3,2
6050000,1100.0,3,2
6325000,1150.0,3,2
5000000,1050.0,3,2
5750000,1150.0,3,2
5500000,1100.0,3,2
5250000,1050.0,3,2
5750000,1150.0,3,2
5500000,1100.0,3,2
5000000,1550.0,3,3
6354000,1222.0,3,3
6300000,1213.0,3,3
6354000,1222.0,3,3
6300000,1213.0,3,3
4200000,875.0,2,2
2500000,500.0,2,2
7000000,1300.0,3,3
2500000,650.0,2,2
5700000,1267.0,3,3
5700000,1267.0,3,3
5700000,1267.0,3,3
3600000,850.0,2,2
5000000,1280.0,3,2
5970000,1298.0,3,3
5700000,1267.0,3,3
7500000,1300.0,3,3
5500000,1200.0,3,2
5500000,1200.0,3,2
5500000,1200.0,3,3
7200000,1700.0,4,3
3600000,800.0,2,2
6500000,1400.0,3,3
3200000,665.0,2,2
3000000,665.0,2,2
3000000,665.0,2,2
5600000,1310.0,3,3
3800000,760.0,2,2
3800000,760.0,2,2
3800000,760.0,2,2
3800000,760.0,2,2
3800000,760.0,2,2
9712500,1675.0,4,4
5725000,950.0,2,2
5725000,950.0,2,2
7000000,1350.0,3,3
6880000,1160.0,3,3
6880000,1160.0,3,3
7320000,1240.0,3,3
7320000,1240.0,3,3
7320000,1240.0,3,3
7320000,1240.0,3,3
7000000,1350.0,3,3
7000000,1350.0,3,3
3600000,900.0,3,2
2800000,700.0,2,2
7800000,1450.0,3,3
7000000,1700.0,3,3
6500000,1350.0,3,3
7000000,1463.0,3,3
7000000,1463.0,3,3
7800000,1450.0,3,3
5000000,1200.0,3,3
4000000,950.0,3,2
2500000,714.0,2,2
4200000,850.0,2,2
4700000,1087.0,3,2
3000000,750.0,2,2
2800000,750.0,2,2
3000000,750.0,2,2
14500000,1872.0,3,4
4500000,1230.0,3,2
14200000,1872.0,3,3
4800000,1050.0,3,2
5647200,1086.0,3,3
5720000,1100.0,3,3
6000000,1320.0,4,3
6700000,1070.0,3,3
5000000,1200.0,3,3
7000000,1320.0,3,3
4000000,1300.0,3,3
5500000,1100.0,3,3
5500000,1100.0,3,3
8000000,1450.0,3,3
4500000,1230.0,3,3
4500000,1230.0,3,3
4500000,1230.0,3,3
4500000,1230.0,3,3
3000000,615.0,2,2
4500000,1230.0,3,3
3300000,950.0,2,2
3300000,950.0,2,2
3000000,615.0,2,2
5500000,1150.0,3,2
6500000,1300.0,3,3
6500000,1300.0,3,3
6500000,1300.0,3,3
6500000,1300.0,3,3
4950000,1100.0,3,2
4950000,1100.0,3,2
4950000,1100.0,3,2
5000000,1150.0,2,2
7397500,1345.0,3,3
6462500,1175.0,3,2
4200000,1050.0,3,3
4200000,1050.0,3,3
4200000,1050.0,3,3
4200000,1050.0,3,3
4200000,1050.0,3,3
4200000,1050.0,3,3
4200000,1050.0,3,3
6700000,1200.0,3,3
6500000,1150.0,3,3
6750000,1350.0,3,3
6250000,1250.0,3,3
5500000,1050.0,3,2
5725000,950.0,2,2
5725000,950.0,2,2
6880000,1160.0,3,3
6880000,1160.0,3,3
7000000,1420.0,3,3
6000000,1440.0,4,3
6000000,1440.0,3,3
4500000,1080.0,3,2
2250000,650.0,2,2
6075000,1350.0,3,3
6075000,1350.0,3,3
6075000,1350.0,3,3
6075000,1350.0,3,3
4000000,760.0,2,2
3500000,650.0,2,2
3000000,714.0,2,2
6000000,1050.0,3,2
8459000,1137.0,3,3
8438000,1134.0,3,3
2700000,700.0,2,2
11200000,1720.0,3,3
8637500,1425.0,3,3
8637500,1425.0,3,3
3000000,650.0,2,2
5000000,1083.0,2,3
6700000,1300.0,3,3
6800000,1300.0,3,3
6100000,1300.0,3,3
6100000,1300.0,3,3
7900000,1300.0,3,3
7900000,1300.0,3,3
7900000,1300.0,3,3
7900000,1300.0,3,3
7900000,1300.0,3,3
7900000,1300.0,3,3
7900000,1300.0,3,3
4500000,1050.0,3,3
4000000,1120.0,3,2
4300000,1100.0,3,2
4300000,1100.0,3,2
4000000,1000.0,3,2
4300000,1100.0,3,2
6300000,1575.0,4,4
6300000,1575.0,4,4
4000000,875.0,2,2
4000000,875.0,2,2
5500000,1398.0,3,3
6300000,1575.0,4,4
4000000,920.0,2,2
4000000,920.0,2,2
11500000,1554.0,3,3
11500000,1554.0,3,3
11500000,1554.0,3,3
11500000,1554.0,3,3
11500000,1554.0,3,3
11500000,1554.0,3,3
11500000,1554.0,3,3
6500000,944.0,3,2
3500000,1000.0,3,3
11500000,1554.0,3,3
11500000,1554.0,3,3
11500000,1554.0,3,3
11500000,1554.0,3,3
4730000,1075.0,3,2
11500000,1554.0,3,3
8000000,1450.0,3,3
5000000,950.0,2,2
8125000,1350.0,3,3
8400000,1400.0,3,3
8125000,1350.0,3,3
8125000,1350.0,3,3
8400000,1400.0,3,3
8400000,1400.0,3,3
8125000,1350.0,3,3
8675000,1450.0,3,3
7932500,1315.0,3,3
8537500,1425.0,3,3
8537500,1425.0,3,3
8950000,1500.0,3,3
8950000,1500.0,3,3
8400000,1400.0,3,3
7795000,1290.0,3,3
8125000,1350.0,3,3
8537500,1425.0,3,3
8400000,1400.0,3,3
7795000,1290.0,3,3
8950000,1500.0,3,3
8537500,1425.0,3,3
8125000,1350.0,3,3
8675000,1450.0,3,3
7932500,1315.0,3,3
8400000,1400.0,3,3
7932500,1315.0,3,3
8950000,1500.0,3,3
7795000,1290.0,3,3
8400000,1400.0,3,3
8675000,1450.0,3,3
7932500,1315.0,3,3
3000000,650.0,2,2
3500000,650.0,2,2
7500000,1266.0,3,3
7500000,1266.0,3,3
8125000,1350.0,3,3
8675000,1450.0,3,3
8125000,1350.0,3,3
8400000,1400.0,3,3
7795000,1290.0,3,3
3200000,666.0,2,2
5500000,1206.0,3,3
4500000,1085.0,3,2
4500000,975.0,3,2
4500000,975.0,3,3
5000000,1000.0,3,2
7000000,1450.0,3,3
7000000,1450.0,3,3
7000000,1450.0,3,3
7000000,1450.0,3,3
5500000,1185.0,3,2
8500000,1350.0,3,3
6000000,1200.0,3,3
2700000,600.0,2,2
5500000,1185.0,3,2
5500000,1300.0,4,4
2500000,650.0,2,2
2700000,650.0,2,2
7500000,1343.0,3,3
11425000,1600.0,4,4
11425000,1600.0,4,4
11425000,1600.0,4,4
9410000,1340.0,3,3
9410000,1340.0,3,3
9410000,1340.0,3,3
9475000,1350.0,3,3
9475000,1350.0,3,3
9475000,1350.0,3,3
7900000,1550.0,3,3
4000000,750.0,2,2
7500000,1510.0,4,4
4412000,1103.0,3,3
6400000,1300.0,3,3
6500000,1242.0,3,3
7000000,1500.0,3,3
4500000,1000.0,3,2
6500000,1150.0,3,2
14000000,2490.0,4,4
9500000,1480.0,3,3
9500000,1480.0,3,3
8880000,1480.0,3,3
9000000,1480.0,3,3
9500000,1480.0,3,3
9500000,1480.0,3,3
8750000,1250.0,3,2
5000000,1250.0,3,3
3600000,850.0,3,2
3600000,850.0,3,2
6000000,1600.0,3,3
3600000,1000.0,3,2
6500000,1180.0,3,3
6500000,1180.0,3,3
9000000,1500.0,3,4
6200000,1140.0,3,2
6200000,1140.0,3,2
6200000,1140.0,3,2
5800000,1140.0,3,2
3000000,650.0,2,2
3000000,650.0,2,2
3200000,650.0,2,2
5850000,1300.0,3,3
6750000,1500.0,3,3
6300000,1400.0,3,3
6850000,1500.0,3,3
5850000,1300.0,3,3
6300000,1400.0,3,3
6300000,1400.0,3,3
5850000,1300.0,3,3
6750000,1500.0,3,3
6300000,1400.0,3,3
7500000,1350.0,3,3
7500000,1350.0,3,3
7900000,1350.0,3,3
7900000,1350.0,3,3
7900000,1350.0,3,3
7250000,1350.0,3,3
4900000,1170.0,3,3
6800000,1250.0,3,3
6000000,1340.0,3,3
4200000,1080.0,3,3
2500000,650.0,2,2
2500000,650.0,2,2
5300000,1390.0,3,3
5000000,850.0,3,2
8000000,1350.0,3,3
7500000,1250.0,3,3
22200000,3100.0,4,5
6000000,1275.0,3,4
2600000,650.0,2,2
5500000,1050.0,3,2
5500000,1100.0,2,2
2700000,650.0,2,2
22200000,3100.0,4,5
3000000,626.0,2,2
3200000,626.0,2,2
4500000,1110.0,3,2
1800000,650.0,2,2
8088000,1440.0,3,3
2300000,650.0,2,2
4600000,1300.0,4,4
10500000,1553.0,3,3
12500000,1872.0,3,4
3200000,900.0,2,2
3200000,650.0,2,2
11500000,1550.0,3,3
11500000,1550.0,3,3
3600000,1000.0,3,2
7000000,1400.0,3,3
9500000,1325.0,3,3
12000000,2000.0,4,4
3700000,650.0,2,2
3500000,650.0,2,2
4830000,1150.0,3,2
7000000,1300.0,3,3
7000000,1300.0,3,3
7000000,1300.0,3,3
6500000,1285.0,3,2
6500000,1285.0,3,2
6500000,1285.0,3,2
7000000,1300.0,3,3
7000000,1300.0,3,3
7000000,1300.0,3,3
7000000,1450.0,3,3
8637500,1425.0,3,3
8637500,1425.0,3,3
8637500,1425.0,3,3
8637500,1425.0,3,3
8637500,1425.0,3,3
8637500,1425.0,3,3
4508000,980.0,2,2
2500000,620.0,2,2
2800000,600.0,2,2
5800000,1300.0,4,4
3200000,700.0,2,2
4830000,1150.0,3,2
2500000,650.0,2,2
6400000,1250.0,3,3
3000000,700.0,2,2
3000000,700.0,2,2
3000000,700.0,2,2
2000000,450.0,1,1
2000000,450.0,1,1
3000000,700.0,2,2
3000000,700.0,2,2
2000000,450.0,1,1
3000000,700.0,2,2
2000000,450.0,1,1
2000000,450.0,1,1
3000000,700.0,2,2
3000000,700.0,2,2
3800000,830.0,2,2
8800000,1465.0,3,3
7000000,1220.0,3,3
8800000,1465.0,3,3
9200000,1560.0,3,3
8800000,1465.0,3,3
8800000,1465.0,3,3
14300000,2600.0,4,4
3500000,650.0,2,2
7150000,1300.0,2,2
6500000,1320.0,3,3
4200000,1080.0,3,3
4600000,950.0,3,2
4000000,650.0,2,2
2800000,600.0,1,1
6750000,1350.0,3,3
8250000,1500.0,3,3
5750000,1150.0,3,3
4000000,1020.0,3,2
4500000,1000.0,3,2
4500000,1000.0,3,3
4000000,950.0,3,2
5000000,1100.0,3,2
5500000,1285.0,3,3
8200000,1250.0,3,3
11500000,2000.0,3,3
10871000,1553.0,3,3
8500000,1470.0,3,4
13104000,1872.0,3,4
6000000,1100.0,3,3
7200000,1275.0,3,3
4700000,900.0,3,2
4500000,900.0,3,2
3800000,798.0,2,2
11000000,1553.0,3,4
8700000,1553.0,3,4
12500000,1872.0,3,4
4500000,1150.0,3,2
3000000,650.0,2,2
4900000,975.0,3,2
4600000,975.0,3,2
2500000,650.0,2,2
5800000,1300.0,4,4
3800000,850.0,2,2
3500000,850.0,2,2
6500000,1350.0,3,3
6500000,1350.0,3,3
6500000,1350.0,3,3
7500000,1750.0,5,4
15500000,2000.0,3,3
5000000,1100.0,3,3
6500000,1350.0,3,3
6500000,1350.0,3,3
6500000,1350.0,3,3
4950000,1100.0,3,2
4950000,1100.0,3,2
4950000,1100.0,3,2
4950000,1100.0,3,2
4950000,1100.0,3,2
4950000,1100.0,3,2
4950000,1100.0,3,2
4950000,1100.0,3,2
4950000,1100.0,3,2
4950000,1100.0,3,2
4950000,1100.0,3,2
4950000,1100.0,3,2
4950000,1100.0,3,2
4950000,1100.0,3,2
4950000,1100.0,3,2
4950000,1100.0,3,2
4950000,1100.0,3,2
4950000,1100.0,3,2
4950000,1100.0,3,2
4950000,1100.0,3,2
4950000,1100.0,3,2
4950000,1100.0,3,2
