Price,Size,Beds,Bath,Location
9200000,1430.0,3,3,DakshinKhan
7400000,1425.0,3,3,DakshinKhan
3800000,1060.0,3,2,DakshinKhan
3400000,900.0,3,2,DakshinKhan
7000000,1700.0,4,3,DakshinKhan
7000000,1700.0,4,3,DakshinKhan
3500000,900.0,2,2,DakshinKhan
8500000,1358.0,3,3,DakshinKhan
7500000,1400.0,3,3,DakshinKhan
4000000,1030.0,3,3,DakshinKhan
3400000,900.0,3,2,DakshinKhan
3500000,900.0,2,2,DakshinKhan
2800000,840.0,2,2,DakshinKhan
8300000,1360.0,3,3,DakshinKhan
7400000,1350.0,3,3,DakshinKhan
7200000,1360.0,3,3,DakshinKhan
8100000,1330.0,3,3,DakshinKhan
7000000,1330.0,3,3,DakshinKhan
8200000,1330.0,3,3,DakshinKhan
8200000,1350.0,3,3,DakshinKhan
7500000,1360.0,3,3,DakshinKhan
7100000,1350.0,3,3,DakshinKhan
7200000,1330.0,3,3,DakshinKhan
8500000,1360.0,3,3,DakshinKhan
8500000,1360.0,3,3,DakshinKhan
8300000,1360.0,3,3,DakshinKhan
8200000,1350.0,3,3,DakshinKhan
8300000,1360.0,3,3,DakshinKhan
8200000,1350.0,3,3,DakshinKhan
8400000,1350.0,3,3,DakshinKhan
5650000,1255.0,3,3,DakshinKhan
5250000,1165.0,3,3,DakshinKhan
6200000,1380.0,3,3,DakshinKhan
6000000,1334.0,3,3,DakshinKhan
5250000,1165.0,3,3,DakshinKhan
6200000,1380.0,3,3,DakshinKhan
6000000,1334.0,3,3,DakshinKhan
6200000,1380.0,3,3,DakshinKhan
5250000,1165.0,3,3,DakshinKhan
6000000,1334.0,3,3,DakshinKhan
5650000,1255.0,3,3,DakshinKhan
5250000,1165.0,3,3,DakshinKhan
6200000,1380.0,3,3,DakshinKhan
6000000,1334.0,3,3,DakshinKhan
14500000,3850.0,7,8,DakshinKhan
6500000,1450.0,3,3,DakshinKhan
6500000,1450.0,3,3,DakshinKhan
6500000,1450.0,3,3,DakshinKhan
6500000,1450.0,3,3,DakshinKhan
4200000,800.0,2,2,DakshinKhan
3200000,750.0,2,2,DakshinKhan
3300000,800.0,2,2,DakshinKhan
3300000,800.0,2,2,DakshinKhan
6500000,1600.0,3,4,DakshinKhan
15000000,2345.0,4,4,DakshinKhan
4600000,1000.0,3,3,DakshinKhan
16000000,2500.0,4,4,DakshinKhan
6300000,1250.0,3,3,DakshinKhan
6300000,1250.0,3,3,DakshinKhan
6300000,1250.0,3,3,DakshinKhan
6300000,1250.0,3,3,DakshinKhan
7034999,1300.0,3,3,DakshinKhan
8000000,1530.0,3,3,DakshinKhan
4600000,1270.0,3,3,DakshinKhan
4600000,1270.0,3,3,DakshinKhan
5500000,1100.0,3,3,DakshinKhan
4600000,1270.0,3,3,DakshinKhan
4600000,1270.0,3,3,DakshinKhan
4600000,1270.0,3,3,DakshinKhan
4600000,1270.0,3,3,DakshinKhan
6100000,1320.0,3,2,DakshinKhan
3800000,932.0,2,3,DakshinKhan
5800000,1370.0,3,3,DakshinKhan
5800000,1370.0,3,3,DakshinKhan
4600000,1270.0,3,3,DakshinKhan
6500000,1500.0,3,4,DakshinKhan
6523000,1418.0,3,3,DakshinKhan
7659000,1665.0,4,3,DakshinKhan
4600000,1270.0,3,3,DakshinKhan
6140000,1290.0,3,3,DakshinKhan
4000000,1000.0,3,2,DakshinKhan
6473999,1360.0,3,3,DakshinKhan
6140000,1290.0,3,3,DakshinKhan
6545000,1375.0,3,3,DakshinKhan
4100000,925.0,3,2,DakshinKhan
6000000,1260.0,3,3,DakshinKhan
4800000,1000.0,2,2,DakshinKhan
4000000,900.0,3,2,DakshinKhan
9200000,1500.0,4,4,DakshinKhan
4775000,1125.0,3,2,DakshinKhan
5500000,1240.0,3,3,DakshinKhan
4500000,1015.0,3,2,DakshinKhan
3500000,845.0,2,2,DakshinKhan
4000000,850.0,2,2,DakshinKhan
4775000,1125.0,3,2,DakshinKhan
4775000,1125.0,3,2,DakshinKhan
6700000,1545.0,3,3,DakshinKhan
5500000,1270.0,3,2,DakshinKhan
4775000,1125.0,3,2,DakshinKhan
4870000,1150.0,3,2,DakshinKhan
4870000,1150.0,3,2,DakshinKhan
5500000,1150.0,3,2,DakshinKhan
5600000,1120.0,3,2,DakshinKhan
4500000,985.0,3,2,DakshinKhan
4000000,850.0,2,2,DakshinKhan
4000000,900.0,3,2,DakshinKhan
4775000,1125.0,3,2,DakshinKhan
4775000,1125.0,3,2,DakshinKhan
4775000,1125.0,3,2,DakshinKhan
2280000,600.0,2,2,DakshinKhan
4700000,1020.0,3,2,DakshinKhan
5200000,1150.0,3,2,DakshinKhan
3800000,894.0,2,2,DakshinKhan
3750000,887.0,2,2,DakshinKhan
3800000,894.0,2,2,DakshinKhan
5800000,1250.0,3,3,DakshinKhan
6000000,1350.0,3,3,DakshinKhan
3750000,887.0,2,2,DakshinKhan
6000000,1250.0,3,3,DakshinKhan
6200000,1250.0,3,3,DakshinKhan
4870000,1150.0,3,2,DakshinKhan
2600000,600.0,2,2,DakshinKhan
2600000,600.0,2,2,DakshinKhan
2600000,600.0,2,2,DakshinKhan
2600000,600.0,2,2,DakshinKhan
2600000,600.0,2,2,DakshinKhan
4600000,1100.0,3,2,DakshinKhan
4600000,1100.0,3,2,DakshinKhan
3700000,885.0,3,2,DakshinKhan
4000000,970.0,2,2,DakshinKhan
6916000,1330.0,3,3,DakshinKhan
3700000,885.0,3,2,DakshinKhan
4000000,970.0,2,2,DakshinKhan
7500000,1370.0,3,3,DakshinKhan
6000000,1580.0,3,3,DakshinKhan
6812000,1310.0,3,3,DakshinKhan
2700000,730.0,2,2,DakshinKhan
2700000,725.0,2,2,DakshinKhan
3700000,885.0,3,2,DakshinKhan
4000000,970.0,2,2,DakshinKhan
2500000,600.0,2,2,DakshinKhan
6200000,1250.0,3,3,DakshinKhan
6200000,1250.0,3,3,DakshinKhan
6200000,1250.0,3,3,DakshinKhan
6600000,1400.0,3,3,DakshinKhan
11000000,2320.0,4,4,DakshinKhan
3500000,940.0,3,2,DakshinKhan
3500000,940.0,3,2,DakshinKhan
3500000,940.0,3,2,DakshinKhan
3500000,892.0,2,2,DakshinKhan
4000000,892.0,2,2,DakshinKhan
1900000,600.0,2,2,DakshinKhan
6200000,1250.0,3,3,DakshinKhan
6600000,1400.0,3,3,DakshinKhan
7313000,1620.0,3,3,DakshinKhan
7000000,1530.0,3,3,DakshinKhan
6480000,1350.0,3,3,DakshinKhan
8000000,1865.0,3,3,DakshinKhan
6300000,1180.0,3,3,DakshinKhan
5000000,892.0,2,2,DakshinKhan
6998999,1500.0,3,3,DakshinKhan
4560000,1200.0,4,3,DakshinKhan
4560000,1200.0,4,3,DakshinKhan
4408000,1160.0,4,3,DakshinKhan
5904000,1230.0,3,3,DakshinKhan
4600000,1150.0,3,2,DakshinKhan
5200000,1195.0,3,2,DakshinKhan
3800000,1048.0,3,2,DakshinKhan
3700000,950.0,2,2,DakshinKhan
4700000,1010.0,3,2,DakshinKhan
5175000,1150.0,2,2,DakshinKhan
4800000,1100.0,3,2,DakshinKhan
3900000,950.0,3,2,DakshinKhan
7500000,1384.0,3,3,DakshinKhan
7000000,1230.0,3,2,DakshinKhan
3315000,850.0,2,2,DakshinKhan
4348000,1115.0,3,2,DakshinKhan
5600000,1430.0,3,3,DakshinKhan
3315000,850.0,2,2,DakshinKhan
3315000,850.0,2,2,DakshinKhan
6090000,1450.0,3,3,DakshinKhan
5500000,1136.0,3,2,DakshinKhan
4284000,1071.0,3,2,DakshinKhan
8810000,1385.0,3,3,DakshinKhan
8810000,1385.0,3,3,DakshinKhan
8780000,1380.0,3,3,DakshinKhan
8810000,1385.0,3,3,DakshinKhan
8780000,1380.0,3,3,DakshinKhan
8810000,1385.0,3,3,DakshinKhan
8810000,1385.0,3,3,DakshinKhan
8810000,1385.0,3,3,DakshinKhan
8810000,1385.0,3,3,DakshinKhan
8780000,1380.0,3,3,DakshinKhan
8810000,1385.0,3,3,DakshinKhan
8780000,1380.0,3,3,DakshinKhan
8309999,1385.0,3,3,DakshinKhan
8280000,1380.0,3,3,DakshinKhan
6040000,1208.0,3,3,DakshinKhan
6600000,1220.0,3,3,DakshinKhan
4560000,1200.0,4,3,DakshinKhan
4800000,1000.0,2,2,DakshinKhan
7200000,1760.0,4,3,DakshinKhan
5000000,1050.0,2,2,DakshinKhan
3767000,897.0,3,3,DakshinKhan
4410000,1050.0,3,3,DakshinKhan
3767000,897.0,3,3,DakshinKhan
3393000,893.0,3,3,DakshinKhan
4237000,1115.0,3,3,DakshinKhan
4600000,1150.0,2,2,DakshinKhan
4600000,1150.0,2,2,DakshinKhan
4800000,1200.0,3,2,DakshinKhan
4200000,1050.0,2,2,DakshinKhan
3000000,750.0,2,2,DakshinKhan
3684000,995.0,2,2,DakshinKhan
3620000,975.0,2,2,DakshinKhan
5700000,1200.0,3,3,DakshinKhan
4300000,1170.0,3,2,DakshinKhan
3800000,1088.0,3,2,DakshinKhan
4725000,1050.0,2,2,DakshinKhan
4725000,1050.0,2,2,DakshinKhan
5000000,1240.0,3,3,DakshinKhan
4408000,1160.0,4,3,DakshinKhan
4408000,1160.0,3,3,DakshinKhan
3000000,900.0,2,2,DakshinKhan
4500000,1000.0,2,2,DakshinKhan
4954000,1054.0,3,3,DakshinKhan
6246000,1329.0,3,3,DakshinKhan
5600000,1250.0,3,3,DakshinKhan
5273000,1122.0,3,3,DakshinKhan
6002000,1277.0,3,3,DakshinKhan
5875000,1250.0,3,3,DakshinKhan
4800000,1000.0,3,3,DakshinKhan
2880000,600.0,2,2,DakshinKhan
2880000,600.0,2,2,DakshinKhan
4456000,1114.0,3,3,DakshinKhan
5140000,1137.0,3,3,DakshinKhan
5140000,1134.0,3,3,DakshinKhan
5270000,1054.0,3,3,DakshinKhan
6645000,1329.0,3,3,DakshinKhan
5645000,1129.0,3,3,DakshinKhan
6345000,1129.0,3,3,DakshinKhan
4523000,1135.0,3,3,DakshinKhan
3973000,1135.0,3,3,DakshinKhan
6200000,1157.0,3,3,DakshinKhan
4600000,1150.0,3,2,DakshinKhan
6500000,1620.0,3,2,DakshinKhan
4600000,1150.0,3,2,DakshinKhan
3000000,800.0,2,2,DakshinKhan
6000000,1200.0,3,3,DakshinKhan
2800000,774.0,2,2,DakshinKhan
3700000,960.0,3,2,DakshinKhan
5000000,1145.0,3,3,DakshinKhan
4200000,1050.0,3,2,DakshinKhan
5000000,1100.0,3,2,DakshinKhan
3800000,1050.0,3,2,DakshinKhan
5800000,1155.0,3,3,DakshinKhan
5800000,1155.0,3,3,DakshinKhan
5000000,1175.0,3,2,DakshinKhan
4800000,1150.0,3,2,DakshinKhan
5000000,1175.0,3,2,DakshinKhan
4800000,1150.0,3,2,DakshinKhan
4800000,1150.0,3,2,DakshinKhan
5000000,1175.0,3,2,DakshinKhan
4408000,1160.0,3,3,DakshinKhan
4408000,1160.0,3,3,DakshinKhan
4560000,1200.0,3,3,DakshinKhan
6000000,1150.0,3,2,DakshinKhan
6000000,1150.0,3,2,DakshinKhan
4000000,1000.0,3,2,DakshinKhan
3800000,1100.0,3,2,DakshinKhan
3900000,1100.0,3,2,DakshinKhan
3800000,1100.0,3,2,DakshinKhan
3800000,1100.0,3,2,DakshinKhan
4950000,1100.0,2,3,DakshinKhan
4500000,1000.0,2,3,DakshinKhan
4000000,1000.0,3,3,DakshinKhan
4800000,1200.0,3,2,DakshinKhan
5040000,1200.0,3,2,DakshinKhan
4830000,1150.0,3,2,DakshinKhan
5040000,1200.0,3,2,DakshinKhan
4830000,1150.0,3,2,DakshinKhan
4600000,1150.0,3,2,DakshinKhan
4800000,1200.0,3,2,DakshinKhan
4500000,950.0,2,2,DakshinKhan
5500000,1250.0,3,2,DakshinKhan
7200000,1760.0,3,2,DakshinKhan
5000000,1000.0,2,2,DakshinKhan
4500000,900.0,2,2,DakshinKhan
8309999,1385.0,3,3,DakshinKhan
5500000,1152.0,3,2,DakshinKhan
5141000,1469.0,3,3,DakshinKhan
3500000,888.0,3,2,DakshinKhan
4012000,1003.0,2,2,DakshinKhan
3980000,995.0,2,2,DakshinKhan
3980000,995.0,2,2,DakshinKhan
4284000,1071.0,3,2,DakshinKhan
4012000,1003.0,2,2,DakshinKhan
3500000,888.0,3,2,DakshinKhan
7500000,1250.0,3,3,DakshinKhan
8100000,1350.0,3,4,DakshinKhan
9480000,1580.0,3,3,DakshinKhan
13899999,2320.0,4,3,DakshinKhan
5400000,1200.0,3,2,DakshinKhan
5400000,1200.0,3,2,DakshinKhan
5400000,1200.0,3,2,DakshinKhan
6000000,1200.0,3,3,DakshinKhan
5500000,1200.0,3,3,DakshinKhan
3767000,897.0,3,3,DakshinKhan
4500000,1000.0,2,2,DakshinKhan
3500000,750.0,2,2,DakshinKhan
4500000,970.0,3,2,DakshinKhan
4000000,925.0,3,2,DakshinKhan
5140000,1137.0,3,3,DakshinKhan
6390000,1278.0,3,3,DakshinKhan
6250000,1250.0,3,3,DakshinKhan
6385000,1277.0,3,3,DakshinKhan
5270000,1054.0,3,3,DakshinKhan
4200000,1202.0,3,3,DakshinKhan
3100000,800.0,2,2,DakshinKhan
4600000,1150.0,3,2,DakshinKhan
4200000,930.0,3,2,DakshinKhan
4000000,1040.0,3,2,DakshinKhan
6000000,1100.0,3,2,DakshinKhan
6000000,1100.0,3,2,DakshinKhan
4500000,1150.0,3,3,DakshinKhan
4500000,1050.0,3,3,DakshinKhan
4800000,1200.0,3,3,DakshinKhan
4236000,1059.0,3,3,DakshinKhan
4900000,1400.0,3,3,DakshinKhan
5250000,1500.0,3,3,DakshinKhan
5513000,1576.0,3,3,DakshinKhan
3200000,750.0,2,2,DakshinKhan
4700000,1200.0,3,2,DakshinKhan
6500000,1380.0,4,4,DakshinKhan
3700000,1000.0,2,2,DakshinKhan
3700000,1000.0,2,2,DakshinKhan
3700000,1000.0,2,2,DakshinKhan
3700000,1000.0,2,2,DakshinKhan
5480000,1096.0,3,3,DakshinKhan
3700000,1000.0,3,2,DakshinKhan
5500000,1150.0,3,2,DakshinKhan
4200000,1200.0,3,2,DakshinKhan
4500000,885.0,2,2,DakshinKhan
4200000,1200.0,3,2,DakshinKhan
4060000,1160.0,3,2,DakshinKhan
4200000,1200.0,3,2,DakshinKhan
4200000,1200.0,3,2,DakshinKhan
4500000,1200.0,3,2,DakshinKhan
5747000,1277.0,3,3,DakshinKhan
5265000,1170.0,3,3,DakshinKhan
3990000,950.0,2,2,DakshinKhan
3360000,800.0,2,2,DakshinKhan
4200000,1100.0,2,2,DakshinKhan
5000000,1050.0,3,2,DakshinKhan
6200000,1200.0,3,2,DakshinKhan
3000000,900.0,2,2,DakshinKhan
5650000,1250.0,3,3,DakshinKhan
2200000,700.0,2,2,DakshinKhan
4500000,1076.0,3,2,DakshinKhan
6650000,1330.0,3,3,DakshinKhan
6045000,1100.0,3,2,DakshinKhan
6936000,1280.0,3,3,DakshinKhan
4500000,1000.0,2,2,DakshinKhan
4500000,970.0,3,2,DakshinKhan
4500000,1000.0,2,2,DakshinKhan
3934000,967.0,2,2,DakshinKhan
3700000,900.0,2,2,DakshinKhan
5900000,1310.0,2,2,DakshinKhan
4000000,900.0,3,2,DakshinKhan
4000000,900.0,3,2,DakshinKhan
2700000,774.0,2,2,DakshinKhan
4700000,1030.0,2,2,DakshinKhan
6400000,1280.0,3,3,DakshinKhan
3400000,930.0,3,2,DakshinKhan
2800000,800.0,2,2,DakshinKhan
2800000,800.0,2,2,DakshinKhan
4000000,1050.0,3,2,DakshinKhan
4000000,1050.0,3,2,DakshinKhan
4000000,1050.0,3,2,DakshinKhan
5580000,1240.0,3,2,DakshinKhan
4960000,1240.0,3,2,DakshinKhan
5300000,1300.0,3,3,DakshinKhan
5500000,1070.0,3,2,DakshinKhan
3000000,700.0,2,2,DakshinKhan
7000000,1250.0,3,2,DakshinKhan
3500000,930.0,3,2,DakshinKhan
4158000,1260.0,3,3,DakshinKhan
6000000,1215.0,3,3,DakshinKhan
3800000,902.0,2,2,DakshinKhan
4500000,1250.0,3,2,DakshinKhan
4500000,1250.0,3,2,DakshinKhan
4800000,1022.0,2,2,DakshinKhan
4000000,902.0,2,2,DakshinKhan
3229999,950.0,2,2,DakshinKhan
5000000,1250.0,3,2,DakshinKhan
5000000,1250.0,3,2,DakshinKhan
5000000,1250.0,3,2,DakshinKhan
4000000,990.0,3,2,DakshinKhan
3500000,700.0,2,2,DakshinKhan
5500000,1350.0,3,3,DakshinKhan
2700000,705.0,2,2,DakshinKhan
4800000,1000.0,2,2,DakshinKhan
4636000,1135.0,3,3,DakshinKhan
5800000,1190.0,3,3,DakshinKhan
6000000,1250.0,3,3,DakshinKhan
4600000,1450.0,3,3,DakshinKhan
3942000,1085.0,3,2,DakshinKhan
3906000,1085.0,3,2,DakshinKhan
4100000,1000.0,3,2,DakshinKhan
5100000,1150.0,3,2,DakshinKhan
5100000,1150.0,2,2,DakshinKhan
6000000,1450.0,3,3,DakshinKhan
3700000,932.0,2,2,DakshinKhan
8500000,1700.0,5,3,DakshinKhan
6800000,1700.0,5,4,DakshinKhan
5000000,1000.0,3,2,DakshinKhan
6000000,1100.0,3,2,DakshinKhan
4500000,1250.0,3,2,DakshinKhan
4700000,1083.0,3,3,DakshinKhan
4376000,1094.0,3,2,DakshinKhan
8000000,1530.0,3,3,DakshinKhan
7640000,1280.0,3,3,DakshinKhan
7612500,1275.0,3,3,DakshinKhan
5550000,900.0,2,2,DakshinKhan
7640000,1280.0,3,3,DakshinKhan
7640000,1280.0,3,3,DakshinKhan
6650000,1100.0,3,3,DakshinKhan
6000000,1250.0,3,3,DakshinKhan
5000000,1375.0,3,3,DakshinKhan
4300000,1250.0,3,3,DakshinKhan
4600000,1375.0,3,3,DakshinKhan
3500000,850.0,2,2,DakshinKhan
5000000,1375.0,3,3,DakshinKhan
3800000,1065.0,3,3,DakshinKhan
4000000,850.0,2,2,DakshinKhan
4000000,850.0,2,2,DakshinKhan
4000000,900.0,3,2,DakshinKhan
4000000,900.0,3,2,DakshinKhan
4100000,925.0,3,2,DakshinKhan
6500000,1202.0,3,2,DakshinKhan
7200000,1200.0,3,3,DakshinKhan
7200000,1200.0,3,3,DakshinKhan
6500000,1131.0,3,3,DakshinKhan
6000000,1260.0,3,3,DakshinKhan
6300000,1264.0,3,2,DakshinKhan
4800000,1220.0,3,2,DakshinKhan
6200000,1250.0,3,3,DakshinKhan
6000000,1370.0,3,3,DakshinKhan
6000000,1370.0,3,3,DakshinKhan
6000000,1370.0,3,3,DakshinKhan
6000000,1054.0,3,3,DakshinKhan
4500000,1095.0,3,2,DakshinKhan
7200000,1560.0,3,4,DakshinKhan
3500000,940.0,3,2,DakshinKhan
3500000,940.0,3,2,DakshinKhan
3500000,940.0,3,2,DakshinKhan
6000000,1325.0,3,3,DakshinKhan
9200000,1500.0,4,4,DakshinKhan
6600000,1258.0,3,2,DakshinKhan
4700000,1125.0,3,2,DakshinKhan
5500000,1270.0,3,2,DakshinKhan
4870000,1150.0,3,2,DakshinKhan
4775000,1125.0,3,2,DakshinKhan
4775000,1125.0,3,2,DakshinKhan
4775000,1125.0,3,2,DakshinKhan
4775000,1125.0,3,2,DakshinKhan
4775000,1125.0,3,2,DakshinKhan
4870000,1150.0,3,2,DakshinKhan
4775000,1125.0,3,2,DakshinKhan
4775000,1125.0,3,2,DakshinKhan
4870000,1150.0,3,2,DakshinKhan
2280000,600.0,2,2,DakshinKhan
2600000,600.0,2,2,DakshinKhan
2600000,600.0,2,2,DakshinKhan
2280000,600.0,2,2,DakshinKhan
2600000,600.0,2,2,DakshinKhan
2600000,600.0,2,2,DakshinKhan
2600000,600.0,2,2,DakshinKhan
2600000,600.0,2,2,DakshinKhan
2700000,600.0,2,2,DakshinKhan
2600000,600.0,2,2,DakshinKhan
2800000,668.0,2,2,DakshinKhan
2600000,600.0,2,2,DakshinKhan
6700000,1545.0,3,3,DakshinKhan
5500000,1240.0,3,3,DakshinKhan
6630000,1275.0,3,3,DakshinKhan
6812000,1310.0,3,3,DakshinKhan
6916000,1330.0,3,3,DakshinKhan
8025000,1350.0,3,3,DakshinKhan
6500000,1250.0,3,3,DakshinKhan
7020000,1350.0,3,3,DakshinKhan
6656000,1280.0,3,3,DakshinKhan
6760000,1300.0,3,3,DakshinKhan
6630000,1275.0,3,3,DakshinKhan
6630000,1275.0,3,3,DakshinKhan
7612500,1275.0,3,3,DakshinKhan
6656000,1280.0,3,3,DakshinKhan
6656000,1280.0,3,3,DakshinKhan
5720000,1100.0,3,3,DakshinKhan
5550000,900.0,3,3,DakshinKhan
7020000,1350.0,3,3,DakshinKhan
6650000,1100.0,3,3,DakshinKhan
7640000,1280.0,3,3,DakshinKhan
6630000,1275.0,3,3,DakshinKhan
5000000,892.0,2,2,DakshinKhan
3500000,892.0,2,2,DakshinKhan
4000000,892.0,2,2,DakshinKhan
6300000,1157.0,3,3,DakshinKhan
6812000,1310.0,3,3,DakshinKhan
6630000,1275.0,3,3,DakshinKhan
3800000,800.0,2,2,DakshinKhan
4500000,1010.0,2,2,DakshinKhan
5500000,1150.0,3,2,DakshinKhan
6916000,1330.0,3,3,DakshinKhan
6916000,1330.0,3,3,DakshinKhan
6916000,1330.0,3,3,DakshinKhan
5720000,1100.0,3,3,DakshinKhan
4680000,900.0,2,2,DakshinKhan
4680000,900.0,2,2,DakshinKhan
7020000,1350.0,3,3,DakshinKhan
9100000,1400.0,3,3,DakshinKhan
9100000,1400.0,3,3,DakshinKhan
6760000,1300.0,3,3,DakshinKhan
4700000,1020.0,3,2,DakshinKhan
5200000,1150.0,3,2,DakshinKhan
4700000,1010.0,3,2,DakshinKhan
4300000,950.0,3,2,DakshinKhan
2700000,730.0,2,2,DakshinKhan
2700000,725.0,2,2,DakshinKhan
5175000,1150.0,2,2,DakshinKhan
4600000,1100.0,3,2,DakshinKhan
4600000,1100.0,3,2,DakshinKhan
4600000,1100.0,3,2,DakshinKhan
3800000,902.0,2,2,DakshinKhan
2500000,600.0,2,2,DakshinKhan
2500000,700.0,2,2,DakshinKhan
2500000,700.0,2,2,DakshinKhan
1900000,600.0,2,2,DakshinKhan
3600000,600.0,2,2,DakshinKhan
3700000,885.0,3,2,DakshinKhan
3700000,885.0,3,2,DakshinKhan
3700000,885.0,3,2,DakshinKhan
3700000,885.0,3,2,DakshinKhan
4000000,970.0,2,2,DakshinKhan
4000000,970.0,2,2,DakshinKhan
4000000,970.0,2,2,DakshinKhan
4000000,970.0,2,2,DakshinKhan
4600000,1100.0,3,2,DakshinKhan
7600000,1500.0,3,3,DakshinKhan
3315000,850.0,2,2,DakshinKhan
5500000,1320.0,3,2,DakshinKhan
7500000,1370.0,3,3,DakshinKhan
4348500,1115.0,3,2,DakshinKhan
6000000,1580.0,3,3,DakshinKhan
5600000,1430.0,3,3,DakshinKhan
5500000,1050.0,3,2,DakshinKhan
3315000,850.0,2,2,DakshinKhan
3315000,850.0,2,2,DakshinKhan
6090000,1450.0,3,3,DakshinKhan
4600000,1048.0,3,2,DakshinKhan
5500000,1136.0,3,2,DakshinKhan
4284000,1071.0,3,2,DakshinKhan
8810000,1385.0,3,3,DakshinKhan
8810000,1385.0,3,3,DakshinKhan
8780000,1380.0,3,3,DakshinKhan
8810000,1385.0,3,3,DakshinKhan
8780000,1380.0,3,3,DakshinKhan
8810000,1385.0,3,3,DakshinKhan
8810000,1385.0,3,3,DakshinKhan
8810000,1385.0,3,3,DakshinKhan
8810000,1385.0,3,3,DakshinKhan
8780000,1380.0,3,3,DakshinKhan
8810000,1385.0,3,3,DakshinKhan
8780000,1380.0,3,3,DakshinKhan
8310000,1385.0,3,3,DakshinKhan
8280000,1380.0,3,3,DakshinKhan
4500000,1050.0,3,2,DakshinKhan
4500000,1050.0,3,2,DakshinKhan
6500000,1100.0,3,3,DakshinKhan
4600000,1150.0,2,2,DakshinKhan
4600000,1150.0,2,2,DakshinKhan
4800000,1200.0,3,2,DakshinKhan
4200000,1050.0,2,2,DakshinKhan
3000000,750.0,2,2,DakshinKhan
6000000,1200.0,3,2,DakshinKhan
6200000,1250.0,3,3,DakshinKhan
6200000,1250.0,3,3,DakshinKhan
6200000,1250.0,3,3,DakshinKhan
6200000,1250.0,3,3,DakshinKhan
6600000,1400.0,3,3,DakshinKhan
6600000,1400.0,3,3,DakshinKhan
3684000,995.0,2,2,DakshinKhan
3620000,975.0,2,2,DakshinKhan
6999490,1500.0,3,3,DakshinKhan
7312900,1620.0,3,3,DakshinKhan
10969350,2320.0,4,4,DakshinKhan
6500000,1700.0,3,3,DakshinKhan
4800000,1100.0,3,2,DakshinKhan
5700000,1200.0,3,3,DakshinKhan
3700000,960.0,3,2,DakshinKhan
4300000,1170.0,3,2,DakshinKhan
5500000,1322.0,3,2,DakshinKhan
6700000,1620.0,4,3,DakshinKhan
6500000,1442.0,3,3,DakshinKhan
6040000,1208.0,3,3,DakshinKhan
6600000,1220.0,3,3,DakshinKhan
7000000,1530.0,3,3,DakshinKhan
6812000,1275.0,3,3,DakshinKhan
4500000,1100.0,3,3,DakshinKhan
4500000,900.0,3,3,DakshinKhan
4800000,1220.0,4,3,DakshinKhan
6656000,1310.0,3,3,DakshinKhan
6375000,1330.0,3,3,DakshinKhan
6750000,1350.0,3,3,DakshinKhan
7750000,1300.0,3,3,DakshinKhan
5000000,1145.0,3,2,DakshinKhan
5100000,1220.0,3,3,DakshinKhan
3800000,1088.0,3,2,DakshinKhan
5000000,1145.0,3,3,DakshinKhan
4725000,1050.0,2,2,DakshinKhan
4725000,1050.0,2,2,DakshinKhan
5000000,1240.0,3,3,DakshinKhan
4000000,1000.0,3,2,Demra
3600000,800.0,2,2,Demra
3600000,800.0,2,2,Demra
4500000,1200.0,3,2,Demra
3600000,800.0,2,2,Demra
3600000,800.0,2,2,Demra
5500000,1150.0,3,3,Demra
4800000,1100.0,3,2,Demra
4800000,1050.0,3,2,Demra
4500000,1131.0,3,3,Demra
2500000,920.0,2,2,Demra
6000000,1194.0,3,3,Demra
3500000,900.0,3,2,Demra
2600000,920.0,2,2,Demra
4500000,1250.0,3,3,Demra
2450000,900.0,2,2,Demra
2550000,900.0,2,2,Demra
2350000,900.0,2,2,Demra
2400000,920.0,2,2,Demra
4000000,1250.0,3,3,Demra
3300000,1000.0,3,2,Demra
4200000,1250.0,3,3,Demra
3000000,950.0,3,2,Demra
4000000,1000.0,3,2,Demra
5000000,1170.0,3,2,Demra
4200000,1050.0,3,2,Demra
4000000,1050.0,3,2,Demra
3500000,950.0,2,3,Demra
2200000,650.0,2,1,Demra
2800000,925.0,3,2,Demra
2800000,1000.0,3,2,Demra
3000000,950.0,3,2,Demra
4200000,1000.0,3,3,Demra
2200000,650.0,2,1,Demra
4000000,1100.0,3,2,Demra
3500000,700.0,2,2,Demra
4500000,1200.0,3,3,Demra
2600000,850.0,2,2,Demra
4600000,1100.0,3,2,Demra
3800000,900.0,3,2,Demra
4000000,950.0,2,2,Demra
2600000,650.0,2,2,Demra
2600000,650.0,2,2,Demra
5200000,1236.0,3,3,Demra
3500000,700.0,2,2,Demra
5000000,1000.0,3,2,Demra
4600000,1100.0,3,2,Demra
5000000,1000.0,3,2,Demra
3200000,1050.0,3,2,Demra
3200000,1050.0,3,2,Demra
5100000,1050.0,3,3,Demra
5100000,1050.0,3,3,Demra
3000000,1050.0,3,2,Demra
3250000,900.0,3,2,Demra
2500000,870.0,2,2,Demra
3400000,1010.0,3,2,Demra
2750000,900.0,3,2,Demra
3000000,1041.0,2,2,Demra
3600000,1150.0,3,2,Demra
5000000,1220.0,3,3,Demra
5000000,1100.0,3,2,Demra
4500000,1200.0,3,3,Demra
2100000,700.0,2,2,Demra
3400000,1010.0,3,2,Demra
