Price,Size,Beds,Bath,Location
9500000,1480.0,3,3,Mirpur
9500000,1480.0,3,3,Mirpur
9500000,1480.0,3,3,Mirpur
6500000,1500.0,3,3,Mirpur
6450000,1170.0,3,2,Mirpur
6000000,1080.0,3,2,Mirpur
6800000,1245.0,3,2,Mirpur
6500000,1180.0,3,2,Mirpur
6500000,1180.0,3,2,Mirpur
5000000,975.0,3,2,Mirpur
2800000,650.0,2,2,Mirpur
5200000,1075.0,3,2,Mirpur
4850000,861.0,2,2,Mirpur
5000000,850.0,3,2,Mirpur
3000000,626.0,2,2,Mirpur
4500000,825.0,2,2,Mirpur
6200000,1300.0,3,2,Mirpur
4700000,1075.0,3,2,Mirpur
7400000,1230.0,3,3,Mirpur
7400000,1230.0,3,3,Mirpur
7400000,1230.0,3,3,Mirpur
5200000,950.0,3,2,Mirpur
10600000,1708.0,3,4,Mirpur
9800000,1400.0,3,3,Mirpur
5500000,1050.0,3,2,Mirpur
9500000,1600.0,3,3,Mirpur
10600000,1708.0,3,3,Mirpur
7800000,1200.0,3,3,Mirpur
3000000,650.0,2,2,Mirpur
4200000,895.0,2,2,Mirpur
2900000,650.0,2,2,Mirpur
3000000,650.0,2,2,Mirpur
5300000,1000.0,3,2,Mirpur
6000000,1050.0,3,3,Mirpur
9500000,1400.0,4,3,Mirpur
6000000,1000.0,3,2,Mirpur
4725000,1050.0,3,2,Mirpur
9800000,1460.0,3,3,Mirpur
4725000,1050.0,3,2,Mirpur
5200000,1250.0,3,3,Mirpur
8000000,1350.0,3,3,Mirpur
6500000,1180.0,3,3,Mirpur
5000000,1250.0,3,3,Mirpur
5200000,1250.0,3,3,Mirpur
5200000,1250.0,3,3,Mirpur
4275000,950.0,2,2,Mirpur
3300000,1157.0,4,2,Mirpur
6115000,1301.0,3,3,Mirpur
6115000,1301.0,3,3,Mirpur
5000000,1250.0,3,3,Mirpur
5000000,1250.0,3,3,Mirpur
5200000,1250.0,3,3,Mirpur
5200000,1250.0,3,3,Mirpur
6500000,1100.0,3,3,Mirpur
8500000,1460.0,3,3,Mirpur
9815000,1510.0,3,3,Mirpur
4600000,900.0,3,2,Mirpur
8000000,1655.0,4,3,Mirpur
3400000,625.0,2,2,Mirpur
7000000,1500.0,3,3,Mirpur
6700000,1125.0,3,3,Mirpur
4500000,1050.0,2,2,Mirpur
6500000,1100.0,3,3,Mirpur
5400000,1300.0,3,3,Mirpur
9815000,1510.0,3,3,Mirpur
9815000,1510.0,3,3,Mirpur
6800000,1200.0,3,3,Mirpur
4275000,950.0,2,2,Mirpur
4440000,925.0,3,2,Mirpur
8840000,1360.0,3,3,Mirpur
8840000,1360.0,3,3,Mirpur
8840000,1360.0,3,3,Mirpur
8840000,1360.0,3,3,Mirpur
8840000,1360.0,3,3,Mirpur
4400000,1050.0,3,3,Mirpur
4500000,1050.0,3,3,Mirpur
8880000,1480.0,3,3,Mirpur
6500000,1180.0,3,3,Mirpur
6200000,1050.0,3,2,Mirpur
6500000,1545.0,3,3,Mirpur
3200000,650.0,2,2,Mirpur
8100000,1415.0,3,3,Mirpur
8100000,1415.0,3,3,Mirpur
8100000,1415.0,3,3,Mirpur
8100000,1415.0,3,3,Mirpur
8100000,1415.0,3,3,Mirpur
8100000,1415.0,3,3,Mirpur
10000000,1480.0,3,3,Mirpur
4792000,1065.0,3,2,Mirpur
4320000,900.0,3,2,Mirpur
8000000,1450.0,3,3,Mirpur
4320000,900.0,3,2,Mirpur
4320000,900.0,3,2,Mirpur
8500000,1500.0,3,3,Mirpur
6000000,1175.0,3,2,Mirpur
11500000,1553.0,3,3,Mirpur
6500000,985.0,3,3,Mirpur
5000000,1000.0,3,2,Mirpur
6000000,1200.0,3,3,Mirpur
4440000,925.0,3,2,Mirpur
6500000,1350.0,3,3,Mirpur
6020000,1038.0,3,2,Mirpur
7256000,1251.0,3,3,Mirpur
5000000,900.0,3,2,Mirpur
10000000,1530.0,3,3,Mirpur
7256000,1251.0,3,3,Mirpur
7430000,1281.0,3,3,Mirpur
7500000,1200.0,3,2,Mirpur
4950000,1100.0,3,3,Mirpur
7000000,1450.0,3,3,Mirpur
4950000,1100.0,3,3,Mirpur
6000000,1175.0,3,2,Mirpur
6700000,1390.0,3,3,Mirpur
7900000,1260.0,3,3,Mirpur
7500000,1127.0,3,3,Mirpur
3600000,970.0,2,2,Mirpur
5000000,1120.0,3,2,Mirpur
3200000,650.0,2,2,Mirpur
4440000,925.0,3,2,Mirpur
5113000,875.0,2,2,Mirpur
8500000,1250.0,3,3,Mirpur
6200000,1050.0,3,2,Mirpur
7508000,1365.0,3,3,Mirpur
7508000,1365.0,3,3,Mirpur
7508000,1365.0,3,3,Mirpur
7508000,1365.0,3,3,Mirpur
7508000,1365.0,3,3,Mirpur
7508000,1365.0,3,3,Mirpur
7508000,1365.0,3,3,Mirpur
7508000,1365.0,3,3,Mirpur
7508000,1365.0,3,3,Mirpur
7508000,1365.0,3,3,Mirpur
7508000,1365.0,3,3,Mirpur
7508000,1365.0,3,3,Mirpur
7508000,1365.0,3,3,Mirpur
6600000,1150.0,3,3,Mirpur
7625000,1327.0,3,3,Mirpur
8200000,1510.0,3,3,Mirpur
4800000,980.0,3,2,Mirpur
4500000,1100.0,3,2,Mirpur
4275000,950.0,2,2,Mirpur
9000000,1770.0,3,3,Mirpur
4500000,905.0,2,2,Mirpur
7508000,1365.0,3,3,Mirpur
6000000,1175.0,3,2,Mirpur
9000000,1770.0,3,3,Mirpur
5000000,1050.0,3,2,Mirpur
6000000,1150.0,3,3,Mirpur
5670000,1260.0,3,3,Mirpur
4500000,1100.0,2,2,Mirpur
3500000,1000.0,3,2,Mirpur
2800000,1000.0,3,2,Mirpur
6200000,1103.0,3,2,Mirpur
3800000,815.0,2,2,Mirpur
4100000,825.0,2,2,Mirpur
5650000,1130.0,3,3,Mirpur
4150000,830.0,2,2,Mirpur
6600000,1260.0,3,3,Mirpur
9500000,1365.0,3,3,Mirpur
5000000,900.0,2,2,Mirpur
9000000,1800.0,4,4,Mirpur
3200000,650.0,2,2,Mirpur
3600000,650.0,2,2,Mirpur
3600000,650.0,2,2,Mirpur
3800000,815.0,2,2,Mirpur
4938000,775.0,2,2,Mirpur
5085000,1075.0,3,2,Mirpur
7508000,1365.0,3,3,Mirpur
5000000,1220.0,3,2,Mirpur
4900000,960.0,3,3,Mirpur
3800000,815.0,2,2,Mirpur
3800000,810.0,2,2,Mirpur
7000000,1400.0,3,3,Mirpur
5000000,1260.0,3,3,Mirpur
4000000,900.0,3,2,Mirpur
5513000,1225.0,3,3,Mirpur
4600000,900.0,3,2,Mirpur
8500000,1600.0,3,3,Mirpur
7200000,1430.0,3,3,Mirpur
6400000,1165.0,3,2,Mirpur
5500000,1180.0,3,3,Mirpur
6000000,1200.0,3,3,Mirpur
7800000,1400.0,3,3,Mirpur
5940000,1300.0,3,2,Mirpur
4650000,930.0,2,2,Mirpur
6800000,1250.0,4,4,Mirpur
3400000,625.0,2,2,Mirpur
3400000,625.0,2,2,Mirpur
3400000,625.0,2,2,Mirpur
6800000,1250.0,4,4,Mirpur
3400000,625.0,2,2,Mirpur
3400000,625.0,2,2,Mirpur
5000000,1060.0,3,2,Mirpur
6700000,1430.0,3,3,Mirpur
8000000,1400.0,3,3,Mirpur
4370000,950.0,2,2,Mirpur
7500000,1300.0,3,2,Mirpur
7000000,1220.0,3,3,Mirpur
4370000,950.0,2,2,Mirpur
8500000,1150.0,2,2,Mirpur
3663000,725.0,2,2,Mirpur
11500000,1553.0,3,3,Mirpur
4000000,900.0,2,2,Mirpur
5513000,1225.0,3,3,Mirpur
5750000,1150.0,3,2,Mirpur
2100000,650.0,2,2,Mirpur
2100000,650.0,2,2,Mirpur
3000000,630.0,2,1,Mirpur
4838000,1008.0,3,3,Mirpur
12000000,2260.0,3,3,Mirpur
5513000,1225.0,3,2,Mirpur
3000000,630.0,2,1,Mirpur
3500000,825.0,2,2,Mirpur
7500000,1180.0,2,2,Mirpur
9000000,1550.0,4,4,Mirpur
9600000,1680.0,3,3,Mirpur
9600000,1680.0,3,3,Mirpur
9600000,1680.0,3,3,Mirpur
7000000,1260.0,4,2,Mirpur
3500000,630.0,2,1,Mirpur
3500000,630.0,2,1,Mirpur
4464000,930.0,2,2,Mirpur
9600000,1680.0,3,3,Mirpur
5000000,1220.0,3,2,Mirpur
7500000,1378.0,3,3,Mirpur
4800000,1100.0,3,2,Mirpur
3800000,850.0,2,2,Mirpur
3800000,850.0,2,2,Mirpur
3700000,1000.0,2,2,Mirpur
3700000,1000.0,2,2,Mirpur
3700000,1000.0,2,2,Mirpur
8250000,1375.0,3,3,Mirpur
7500000,1275.0,3,3,Mirpur
3402000,810.0,2,2,Mirpur
7000000,1400.0,3,3,Mirpur
3700000,1000.0,2,2,Mirpur
11500000,1800.0,4,4,Mirpur
3825000,850.0,2,2,Mirpur
3825000,850.0,2,2,Mirpur
3825000,850.0,2,2,Mirpur
5750000,1150.0,3,2,Mirpur
4472000,1040.0,3,3,Mirpur
5513000,1225.0,3,2,Mirpur
5750000,1150.0,3,2,Mirpur
5025000,1005.0,3,2,Mirpur
3250000,700.0,2,2,Mirpur
3200000,728.0,2,2,Mirpur
2300000,600.0,2,2,Mirpur
2300000,600.0,2,2,Mirpur
8500000,1700.0,3,3,Mirpur
3800000,850.0,2,2,Mirpur
8000000,1250.0,3,3,Mirpur
2500000,650.0,2,2,Mirpur
5200000,1005.0,3,2,Mirpur
2000000,600.0,2,1,Mirpur
2000000,600.0,2,1,Mirpur
2000000,600.0,2,1,Mirpur
2000000,600.0,2,1,Mirpur
2000000,600.0,2,1,Mirpur
2000000,600.0,2,1,Mirpur
2000000,600.0,2,1,Mirpur
2000000,600.0,2,1,Mirpur
6740000,1348.0,3,3,Mirpur
3402000,810.0,2,2,Mirpur
6740000,1348.0,3,3,Mirpur
7315000,1463.0,3,3,Mirpur
7315000,1463.0,3,3,Mirpur
7315000,1463.0,3,3,Mirpur
5200000,1133.0,3,3,Mirpur
4800000,1060.0,3,2,Mirpur
3100000,650.0,2,2,Mirpur
4280000,1050.0,3,2,Mirpur
6200000,1180.0,3,2,Mirpur
3000000,650.0,2,2,Mirpur
4600000,800.0,2,2,Mirpur
7000000,1225.0,3,3,Mirpur
2000000,600.0,2,1,Mirpur
3402000,810.0,2,2,Mirpur
5750000,1150.0,3,2,Mirpur
5750000,1150.0,3,2,Mirpur
6000000,1150.0,3,3,Mirpur
7000000,1400.0,3,3,Mirpur
5000000,1220.0,3,2,Mirpur
5000000,1220.0,3,2,Mirpur
3825000,850.0,2,2,Mirpur
5000000,900.0,2,2,Mirpur
4000000,1000.0,3,2,Mirpur
4500000,900.0,3,2,Mirpur
6500000,1370.0,3,3,Mirpur
3850000,700.0,2,2,Mirpur
9500000,1600.0,3,4,Mirpur
5750000,1150.0,3,2,Mirpur
4815000,1070.0,3,2,Mirpur
4815000,1070.0,3,2,Mirpur
5000000,960.0,3,2,Mirpur
5513000,1225.0,3,2,Mirpur
15500000,2000.0,4,4,Mirpur
5500000,900.0,2,2,Mirpur
6740000,1348.0,3,3,Mirpur
3402000,810.0,2,2,Mirpur
3403000,815.0,2,2,Mirpur
10000000,1600.0,3,3,Mirpur
3200000,825.0,2,2,Mirpur
6000000,850.0,2,2,Mirpur
4700000,650.0,2,2,Mirpur
5000000,950.0,3,2,Mirpur
5750000,1150.0,3,2,Mirpur
7900000,1380.0,3,4,Mirpur
5500000,980.0,3,3,Mirpur
5750000,1150.0,3,2,Mirpur
5750000,1150.0,3,2,Mirpur
5750000,1150.0,3,2,Mirpur
5750000,1150.0,3,2,Mirpur
5750000,1150.0,3,2,Mirpur
5750000,1150.0,3,2,Mirpur
2500000,700.0,2,2,Mirpur
5115000,930.0,2,2,Mirpur
5115000,930.0,2,2,Mirpur
11600000,1553.0,3,3,Mirpur
4000000,650.0,2,2,Mirpur
5750000,1150.0,3,2,Mirpur
5750000,1150.0,3,2,Mirpur
4000000,800.0,2,2,Mirpur
4000000,800.0,2,2,Mirpur
4000000,800.0,2,2,Mirpur
4000000,800.0,2,2,Mirpur
4000000,800.0,2,2,Mirpur
5115000,930.0,2,2,Mirpur
4000000,800.0,2,2,Mirpur
4000000,800.0,2,2,Mirpur
4000000,800.0,2,2,Mirpur
4000000,800.0,2,2,Mirpur
4000000,800.0,2,2,Mirpur
4000000,800.0,2,2,Mirpur
4000000,800.0,2,2,Mirpur
4815000,1070.0,3,2,Mirpur
3422999,815.0,2,2,Mirpur
4000000,800.0,2,2,Mirpur
4000000,800.0,2,2,Mirpur
4000000,800.0,2,2,Mirpur
8000000,1175.0,3,3,Mirpur
4053000,965.0,3,2,Mirpur
4000000,800.0,2,2,Mirpur
3474000,965.0,3,2,Mirpur
3474000,850.0,3,2,Mirpur
4000000,800.0,2,2,Mirpur
4000000,800.0,2,2,Mirpur
4000000,800.0,2,2,Mirpur
3474000,965.0,3,2,Mirpur
3000000,900.0,2,2,Mirpur
2800000,650.0,2,2,Mirpur
8600000,1600.0,3,3,Mirpur
2800000,700.0,2,2,Mirpur
6300000,1370.0,3,3,Mirpur
5500000,950.0,3,2,Mirpur
4700000,650.0,2,2,Mirpur
2800000,700.0,2,2,Mirpur
7000000,1200.0,3,3,Mirpur
3850000,700.0,2,2,Mirpur
11000000,1553.0,3,3,Mirpur
4000000,1100.0,3,2,Mirpur
5000000,1100.0,3,2,Mirpur
5200000,906.0,2,2,Mirpur
2300000,650.0,2,2,Mirpur
8100000,1350.0,3,3,Mirpur
7900000,1073.0,3,2,Mirpur
8100000,1350.0,3,3,Mirpur
8100000,1350.0,3,3,Mirpur
8100000,1350.0,3,3,Mirpur
4536000,1080.0,3,2,Mirpur
4620000,1100.0,3,2,Mirpur
8000000,1730.0,4,4,Mirpur
5200000,1276.0,3,2,Mirpur
4800000,1000.0,2,2,Mirpur
5098000,1133.0,3,3,Mirpur
5670000,1260.0,3,3,Mirpur
3500000,650.0,2,2,Mirpur
5200000,1000.0,2,2,Mirpur
4500000,1050.0,3,2,Mirpur
8750000,1250.0,3,3,Mirpur
3400000,1060.0,3,2,Mirpur
1600000,350.0,1,1,Mirpur
4370000,950.0,2,2,Mirpur
3570000,850.0,2,2,Mirpur
5500000,1100.0,3,2,Mirpur
8500000,1400.0,3,3,Mirpur
4100000,850.0,2,2,Mirpur
4100000,850.0,2,2,Mirpur
4100000,850.0,2,2,Mirpur
4500000,1000.0,3,2,Mirpur
9000000,1250.0,3,3,Mirpur
4800000,1000.0,2,2,Mirpur
2000000,600.0,2,1,Mirpur
4500000,815.0,2,2,Mirpur
3500000,885.0,3,2,Mirpur
3000000,925.0,3,2,Mirpur
20000000,2610.0,4,5,Mirpur
9000000,1525.0,3,3,Mirpur
9300000,1300.0,3,3,Mirpur
4500000,1050.0,3,2,Mirpur
5200000,1050.0,3,2,Mirpur
14500000,1872.0,3,3,Mirpur
5000000,1258.0,3,3,Mirpur
5000000,1258.0,3,3,Mirpur
5000000,1258.0,3,3,Mirpur
10000000,1800.0,4,3,Mirpur
5500000,900.0,2,2,Mirpur
7000000,1200.0,3,3,Mirpur
8500000,1481.0,3,3,Mirpur
3500000,600.0,2,2,Mirpur
3500000,650.0,2,2,Mirpur
7325000,1050.0,3,3,Mirpur
8625000,1250.0,3,3,Mirpur
7325000,1050.0,3,3,Mirpur
11700000,1525.0,3,4,Mirpur
7975000,1150.0,3,3,Mirpur
7975000,1150.0,3,3,Mirpur
7975000,1150.0,3,3,Mirpur
8625000,1250.0,3,3,Mirpur
2916000,810.0,2,2,Mirpur
2916000,810.0,2,2,Mirpur
8625000,1250.0,3,3,Mirpur
6600000,1200.0,3,3,Mirpur
6350000,1150.0,3,3,Mirpur
6000000,1000.0,3,2,Mirpur
11500000,1545.0,3,3,Mirpur
2916000,810.0,2,2,Mirpur
2916000,810.0,2,2,Mirpur
2600000,700.0,2,2,Mirpur
4750000,950.0,2,2,Mirpur
7325000,1050.0,3,3,Mirpur
4400000,1120.0,3,3,Mirpur
3200000,850.0,2,2,Mirpur
4200000,950.0,2,2,Mirpur
9900000,1450.0,3,4,Mirpur
7975000,1150.0,3,3,Mirpur
3700000,856.0,2,2,Mirpur
7450000,1170.0,3,2,Mirpur
4342000,835.0,2,2,Mirpur
5304000,1020.0,3,2,Mirpur
3800000,930.0,2,2,Mirpur
5000000,1250.0,3,3,Mirpur
13000000,1900.0,3,4,Mirpur
8625000,1250.0,3,3,Mirpur
8625000,1250.0,3,3,Mirpur
7975000,1150.0,3,3,Mirpur
7975000,1150.0,3,3,Mirpur
7325000,1050.0,3,3,Mirpur
7325000,1050.0,3,3,Mirpur
5594000,1332.0,3,3,Mirpur
5000000,1250.0,3,3,Mirpur
5000000,1250.0,3,3,Mirpur
4200000,950.0,2,2,Mirpur
5000000,1000.0,3,2,Mirpur
6075000,1350.0,3,3,Mirpur
7500000,1310.0,3,3,Mirpur
4500000,850.0,3,2,Mirpur
4820000,1100.0,3,2,Mirpur
6950000,1390.0,3,3,Mirpur
7000000,1200.0,3,3,Mirpur
5040000,1200.0,3,3,Mirpur
7000000,1343.0,3,2,Mirpur
7000000,1323.0,3,3,Mirpur
7000000,1343.0,3,3,Mirpur
7850000,1245.0,3,3,Mirpur
8625000,1250.0,3,3,Mirpur
7325000,1050.0,3,3,Mirpur
6000000,1250.0,4,4,Mirpur
4500000,1000.0,3,3,Mirpur
7850000,1245.0,3,3,Mirpur
7450000,1170.0,3,2,Mirpur
7850000,1245.0,3,3,Mirpur
7450000,1170.0,3,2,Mirpur
9170000,1350.0,3,3,Mirpur
4425000,885.0,2,2,Mirpur
5000000,1083.0,3,2,Mirpur
8250000,1375.0,3,3,Mirpur
8000000,1500.0,3,3,Mirpur
8000000,1500.0,3,3,Mirpur
6500000,1150.0,3,3,Mirpur
2800000,650.0,2,2,Mirpur
2800000,650.0,2,2,Mirpur
7508000,1365.0,3,3,Mirpur
5250000,1250.0,3,3,Mirpur
4500000,884.0,2,2,Mirpur
4500000,884.0,2,2,Mirpur
3800000,884.0,2,2,Mirpur
12000000,2000.0,4,4,Mirpur
5650000,1130.0,3,3,Mirpur
10000000,1370.0,3,3,Mirpur
5000000,1100.0,3,3,Mirpur
5000000,1100.0,3,2,Mirpur
3800000,900.0,2,2,Mirpur
9060000,1510.0,3,3,Mirpur
9135000,1305.0,3,3,Mirpur
5300000,800.0,3,2,Mirpur
10000000,1518.0,4,3,Mirpur
7500000,1112.0,3,2,Mirpur
9060000,1510.0,3,3,Mirpur
9060000,1510.0,3,3,Mirpur
7359999,1232.0,3,3,Mirpur
6925000,1265.0,3,3,Mirpur
5500000,950.0,2,3,Mirpur
15600000,2400.0,3,4,Mirpur
15600000,2400.0,3,4,Mirpur
9060000,1510.0,3,3,Mirpur
6300000,1140.0,3,3,Mirpur
4700000,890.0,2,2,Mirpur
7558000,1265.0,3,3,Mirpur
6759999,1232.0,3,3,Mirpur
6759999,1232.0,3,3,Mirpur
4500000,1000.0,2,2,Mirpur
4410000,1050.0,3,3,Mirpur
4830000,1150.0,3,3,Mirpur
4410000,1050.0,3,3,Mirpur
8800000,1545.0,3,4,Mirpur
8500000,2000.0,4,4,Mirpur
7300000,1450.0,3,3,Mirpur
9205000,1315.0,3,3,Mirpur
9060000,1510.0,3,3,Mirpur
3400000,800.0,2,2,Mirpur
6600000,1350.0,3,3,Mirpur
6600000,1350.0,3,3,Mirpur
5500000,1265.0,3,3,Mirpur
6500000,1300.0,3,3,Mirpur
6500000,1300.0,3,3,Mirpur
8359999,1520.0,4,3,Mirpur
4830000,1150.0,3,3,Mirpur
3500000,650.0,2,2,Mirpur
2200000,600.0,2,2,Mirpur
2400000,600.0,2,2,Mirpur
2500000,612.0,2,2,Mirpur
4930000,1100.0,3,2,Mirpur
8250000,1375.0,3,3,Mirpur
5500000,1053.0,3,2,Mirpur
5000000,950.0,3,2,Mirpur
6500000,1368.0,3,3,Mirpur
6500000,1405.0,3,3,Mirpur
4800000,1000.0,2,2,Mirpur
4370000,950.0,2,2,Mirpur
8250000,1375.0,3,3,Mirpur
8250000,1375.0,3,3,Mirpur
8250000,1375.0,3,3,Mirpur
8250000,1375.0,3,3,Mirpur
2600000,650.0,2,2,Mirpur
8000000,1100.0,3,3,Mirpur
7800000,1660.0,3,3,Mirpur
9060000,1510.0,3,3,Mirpur
5500000,1150.0,3,3,Mirpur
8000000,1205.0,3,3,Mirpur
7359999,1232.0,3,3,Mirpur
4800000,1000.0,2,2,Mirpur
5200000,1000.0,2,2,Mirpur
4000000,930.0,3,2,Mirpur
8000000,1500.0,3,3,Mirpur
10500000,1553.0,3,3,Mirpur
2000000,600.0,2,1,Mirpur
4500000,1000.0,2,2,Mirpur
5400000,1200.0,3,3,Mirpur
6300000,1400.0,3,3,Mirpur
2800000,560.0,2,2,Mirpur
9590000,1370.0,3,3,Mirpur
11500000,1545.0,3,3,Mirpur
6000000,1250.0,3,3,Mirpur
3086000,834.0,2,2,Mirpur
4500000,1150.0,3,2,Mirpur
10000000,1350.0,3,3,Mirpur
4500000,1000.0,2,2,Mirpur
6075000,1350.0,3,3,Mirpur
6075000,1350.0,3,3,Mirpur
6075000,1350.0,3,3,Mirpur
6075000,1350.0,3,3,Mirpur
6075000,1350.0,3,3,Mirpur
6075000,1350.0,3,3,Mirpur
6075000,1350.0,3,3,Mirpur
6075000,1350.0,3,3,Mirpur
6075000,1350.0,3,3,Mirpur
4050000,900.0,2,2,Mirpur
2600000,950.0,2,2,Mirpur
8500000,1265.0,3,3,Mirpur
4000000,800.0,2,2,Mirpur
5650000,1130.0,3,3,Mirpur
5650000,1130.0,3,3,Mirpur
4150000,830.0,2,2,Mirpur
4500000,1000.0,2,2,Mirpur
6300000,1400.0,3,3,Mirpur
4000000,1000.0,3,3,Mirpur
7500000,1200.0,3,3,Mirpur
3200000,675.0,2,2,Mirpur
3100000,675.0,2,2,Mirpur
2500000,675.0,2,2,Mirpur
6075000,1350.0,3,3,Mirpur
4050000,900.0,2,2,Mirpur
7750000,1430.0,3,3,Mirpur
4000000,930.0,3,2,Mirpur
7300000,1400.0,3,3,Mirpur
4300000,1000.0,3,2,Mirpur
8000000,1600.0,4,4,Mirpur
7800000,1425.0,3,3,Mirpur
8200000,1675.0,3,3,Mirpur
6500000,1100.0,3,2,Mirpur
8500000,1366.0,3,3,Mirpur
8806000,1258.0,3,3,Mirpur
8806000,1258.0,3,3,Mirpur
8806000,1258.0,3,3,Mirpur
8806000,1258.0,3,3,Mirpur
8806000,1258.0,3,3,Mirpur
8806000,1258.0,3,3,Mirpur
8806000,1258.0,3,3,Mirpur
8806000,1258.0,3,3,Mirpur
8806000,1258.0,3,3,Mirpur
8806000,1258.0,3,3,Mirpur
8000000,1600.0,4,4,Mirpur
8806000,1258.0,3,3,Mirpur
8806000,1258.0,3,3,Mirpur
10000000,1670.0,3,3,Mirpur
4500000,850.0,2,2,Mirpur
8500000,1366.0,3,3,Mirpur
8500000,1366.0,3,3,Mirpur
6500000,1100.0,3,2,Mirpur
6500000,1450.0,3,3,Mirpur
5500000,1140.0,3,3,Mirpur
6300000,1400.0,3,3,Mirpur
5200000,960.0,3,2,Mirpur
9200000,1310.0,3,3,Mirpur
6500000,1370.0,3,3,Mirpur
6600000,1200.0,3,3,Mirpur
8000000,1600.0,4,4,Mirpur
5400000,1300.0,4,4,Mirpur
3094000,910.0,3,2,Mirpur
7500000,1398.0,3,3,Mirpur
7000000,1050.0,3,2,Mirpur
7000000,1285.0,3,3,Mirpur
11600000,1553.0,3,3,Mirpur
4500000,1050.0,3,3,Mirpur
2400000,675.0,2,2,Mirpur
3200000,675.0,2,2,Mirpur
3100000,675.0,2,2,Mirpur
2500000,675.0,2,2,Mirpur
7500000,1400.0,3,3,Mirpur
9800000,1600.0,3,3,Mirpur
9900000,1600.0,3,3,Mirpur
4000000,850.0,3,2,Mirpur
2000000,600.0,2,1,Mirpur
7500000,1250.0,3,3,Mirpur
7500000,1250.0,3,3,Mirpur
7500000,1250.0,3,3,Mirpur
7500000,1250.0,3,3,Mirpur
5200000,878.0,2,2,Mirpur
8000000,1300.0,3,3,Mirpur
8000000,1300.0,3,3,Mirpur
7000000,1320.0,3,3,Mirpur
7000000,1320.0,3,3,Mirpur
7000000,1320.0,3,3,Mirpur
7000000,1320.0,3,3,Mirpur
7000000,1320.0,3,3,Mirpur
4830000,1050.0,3,3,Mirpur
4000000,750.0,2,2,Mirpur
4000000,750.0,2,2,Mirpur
3150000,900.0,3,3,Mirpur
5000000,1000.0,3,3,Mirpur
7500000,1150.0,3,3,Mirpur
6538000,1391.0,3,3,Mirpur
6614000,1378.0,3,3,Mirpur
7000000,1320.0,3,3,Mirpur
7000000,1320.0,3,3,Mirpur
7000000,1320.0,3,3,Mirpur
7000000,1320.0,3,3,Mirpur
7000000,1320.0,3,3,Mirpur
2000000,600.0,2,1,Mirpur
2000000,600.0,2,1,Mirpur
2000000,600.0,2,1,Mirpur
8000000,1159.0,3,3,Mirpur
7000000,1320.0,3,3,Mirpur
2000000,600.0,2,1,Mirpur
5600000,1180.0,3,2,Mirpur
4000000,1200.0,3,3,Mirpur
5200000,1205.0,3,2,Mirpur
6720000,1150.0,3,3,Mirpur
4800000,900.0,2,2,Mirpur
5600000,1270.0,3,2,Mirpur
5750000,1150.0,3,2,Mirpur
2000000,600.0,2,1,Mirpur
7352000,1260.0,3,3,Mirpur
7220000,1235.0,3,3,Mirpur
7352000,1260.0,3,3,Mirpur
9800000,1800.0,3,4,Mirpur
6264000,1055.0,3,3,Mirpur
7000000,1320.0,3,3,Mirpur
7000000,1320.0,3,3,Mirpur
7352000,1260.0,3,3,Mirpur
7500000,1288.0,3,3,Mirpur
3300000,650.0,2,2,Mirpur
6000000,1300.0,4,4,Mirpur
2500000,800.0,2,2,Mirpur
11000000,1553.0,3,3,Mirpur
5500000,1000.0,2,2,Mirpur
5500000,1050.0,3,2,Mirpur
6300000,1400.0,3,3,Mirpur
4000000,1150.0,3,3,Mirpur
7500000,1412.0,3,3,Mirpur
6000000,1600.0,3,3,Mirpur
3150000,900.0,3,3,Mirpur
3150000,900.0,3,3,Mirpur
3150000,900.0,3,3,Mirpur
3150000,900.0,3,3,Mirpur
5500000,1220.0,3,3,Mirpur
5800000,1250.0,3,3,Mirpur
4000000,650.0,2,2,Mirpur
6000000,1500.0,3,3,Mirpur
5625000,1125.0,3,2,Mirpur
5125000,1025.0,3,2,Mirpur
9275000,1350.0,3,3,Mirpur
6000000,1250.0,3,2,Mirpur
3150000,900.0,3,3,Mirpur
6000000,1035.0,3,2,Mirpur
4225000,650.0,2,2,Mirpur
8918000,1858.0,3,3,Mirpur
9000000,1200.0,2,2,Mirpur
9080000,1320.0,3,3,Mirpur
9080000,1320.0,3,3,Mirpur
8500000,1200.0,3,3,Mirpur
8500000,1200.0,3,3,Mirpur
8500000,1200.0,3,3,Mirpur
8500000,1200.0,3,3,Mirpur
5500000,1100.0,3,2,Mirpur
5000000,975.0,3,2,Mirpur
7500000,1400.0,3,3,Mirpur
2100000,700.0,2,2,Mirpur
2100000,700.0,2,2,Mirpur
6500000,1435.0,3,3,Mirpur
4200000,1050.0,3,3,Mirpur
3000000,750.0,2,2,Mirpur
5500000,1300.0,3,3,Mirpur
5000000,1250.0,3,3,Mirpur
3400000,800.0,2,2,Mirpur
5600000,1050.0,3,3,Mirpur
6500000,1660.0,3,3,Mirpur
6500000,1660.0,3,3,Mirpur
4500000,1200.0,3,3,Mirpur
4400000,1200.0,3,3,Mirpur
3000000,700.0,2,2,Mirpur
3500000,900.0,2,2,Mirpur
10000000,1900.0,4,3,Mirpur
8200000,1400.0,3,3,Mirpur
8200000,1400.0,3,3,Mirpur
8200000,1400.0,3,3,Mirpur
8400000,1400.0,3,3,Mirpur
